Sample_ID,Date,Latitude,Longitude,Density_Score,Sampling_Method,Ocean,Marine_Setting,Concentration_Class,Velocity_E,Velocity_N,Velocity_E_Norm,Velocity_N_Norm,Day_Sin,Day_Cos,Lunar_Phase,Sampling_Method_Day grab,Sampling_Method_Hand picking,Sampling_Method_Manta net,Sampling_Method_Neuston net,Sampling_Method_plankton net,Sampling_Method_shovel,Marine_Setting_Beach-Nurdle Patrol,Marine_Setting_Ocean sediment,Marine_Setting_Ocean water,CMEMS_U,CMEMS_V,Node_Cluster_ID
10786,2021-04-25,41.403637,2.2193,2.192667,Manta net,Atlantic Ocean,Ocean water,High,0.06747116,-0.11340295,0.30029374,-0.6006463,0.9181214482844364,-0.39629913726891813,-0.32287329817708044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07019257172942162,-0.029908139258623123,117
10787,2021-05-08,41.403637,2.2193,0.754,Manta net,Atlantic Ocean,Ocean water,Medium,-0.25703123,-0.0715168,-1.1739314,-0.38422903,0.8073707443023492,-0.5900444739548627,0.6475488117410523,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016479995101690292,-0.03662221133708954,117
10809,2021-04-14,41.397303,2.21315,0.177333,Manta net,Atlantic Ocean,Ocean water,Medium,0.20702533,-0.05401971,0.9342929,-0.2938251,0.9762766110869321,-0.21652708524481437,-0.45500080203735027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04150517284870148,-0.0238044373691082,3
10810,2021-04-17,41.397303,2.21315,2.855333,Manta net,Atlantic Ocean,Ocean water,High,0.45810196,-0.35700664,2.0749424,-1.8592975,0.9638074231367307,-0.26659942067929354,-0.8960005025572876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015259254723787308,-0.07568590342998505,3
10811,2021-05-04,41.397303,2.21315,3.239333,Manta net,Atlantic Ocean,Ocean water,High,0.1622443,-0.13486391,0.73085123,-0.7115308,0.8460288880917339,-0.533137056031809,0.9998820655202254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01831110566854477,-0.05615405738353729,3
10812,2021-05-08,41.397303,2.21315,2.733333,Manta net,Atlantic Ocean,Ocean water,High,-0.25703123,-0.0715168,-1.1739314,-0.38422903,0.8073707443023492,-0.5900444739548627,0.6475488117410523,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016479995101690292,-0.03662221133708954,3
10813,2021-05-13,41.397303,2.21315,7.64,Manta net,Atlantic Ocean,Ocean water,High,-0.3882601,-0.34958255,-1.7701083,-1.8209387,0.753697664392914,-0.6572212950663319,-0.3517876776485592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05066072568297386,0.009155552834272385,3
10814,2021-05-22,41.397303,2.21315,5.009333,Manta net,Atlantic Ocean,Ocean water,High,0.25629908,0.22680141,1.1581452,1.1571211,0.6433365204044917,-0.765583517007675,-0.7625166540680969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04516739398241043,0.025025177747011185,3
10818,2021-04-23,41.465446,2.282388,1.280667,Manta net,Atlantic Ocean,Ocean water,High,-0.055707924,-0.046256453,-0.2593129,-0.25371394,0.9312100364121947,-0.3644830148102912,-0.6847795995801477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,73
10819,2021-05-22,41.465446,2.282388,2.916,Manta net,Atlantic Ocean,Ocean water,High,0.25629908,0.22680141,1.1581452,1.1571211,0.6433365204044917,-0.765583517007675,-0.7625166540680969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,73
10830,2021-04-11,41.849824,3.147244,0.953333,Manta net,Atlantic Ocean,Ocean water,Medium,-0.16834892,-0.024485426,-0.7710447,-0.14122741,0.986146248341595,-0.16587819893463143,0.1651725793753527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01342814415693283,-0.024414807558059692,50
10831,2021-05-02,41.849824,3.147244,0.504,Manta net,Atlantic Ocean,Ocean water,Medium,0.49965057,0.22108106,2.263699,1.1275651,0.8638670987837349,-0.503719798736334,0.917049366372649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.035401470959186554,-0.023194067180156708,50
13770,2021-07-04,38.42,16.913333,0.111062,Manta net,Atlantic Ocean,Ocean water,Medium,-0.18210043,0.17669277,-0.8335182,0.8982198,-0.04084439154329611,-0.9991655196610109,0.9098481397604204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11535996571183205,0.08850367739796638,65
13783,2021-09-11,42.3425,6.501,0.262782,Manta net,Atlantic Ocean,Ocean water,Medium,0.24214819,-0.03599376,1.0938572,-0.20068863,-0.9417589340994617,-0.33628873017668287,-0.8258747936015726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08239997550845146,0.14709921553730965,66
13784,2021-09-11,42.039,6.942333,0.614031,Manta net,Atlantic Ocean,Ocean water,Medium,0.24214819,-0.03599376,1.0938572,-0.20068863,-0.9417589340994617,-0.33628873017668287,-0.8258747936015726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02929776906967163,-0.005493331700563431,20
13785,2021-09-12,41.150333,7.9905,0.148626,Manta net,Atlantic Ocean,Ocean water,Medium,-0.09769044,-0.23141877,-0.45004085,-1.2104102,-0.9474042892438845,-0.32003923622313857,-0.9263185674879545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0714133121073246,-0.08362071588635445,79
13787,2021-09-13,40.731,8.047833,0.331779,Manta net,Atlantic Ocean,Ocean water,Medium,-0.050256573,-0.027507473,-0.23454723,-0.15684171,-0.9527692922168511,-0.30369503751065885,-0.9849853803641128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.010986663401126862,-0.05005035549402237,44
13802,2021-09-23,37.098667,15.329833,0.124809,Manta net,Atlantic Ocean,Ocean water,Medium,0.2774166,0.2204828,1.2540827,1.124474,-0.9906923101615609,-0.13612033862266704,0.37406063376349147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.025025177747011185,-0.04577776417136192,49
13803,2021-09-24,37.991333,15.4615,0.046479,Manta net,Atlantic Ocean,Ocean water,Medium,0.18055452,-0.1576707,0.8140352,-0.8293689,-0.9928872135356962,-0.11905873003404988,0.5614627165177212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04516739398241043,-0.08545182645320892,94
13804,2021-09-24,38.336833,15.521667,0.627129,Manta net,Atlantic Ocean,Ocean water,Medium,0.18055452,-0.1576707,0.8140352,-0.8293689,-0.9928872135356962,-0.11905873003404988,0.5614627165177212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01892147585749626,0.022583696991205215,77
13805,2021-09-24,38.385167,15.223667,0.347309,Manta net,Atlantic Ocean,Ocean water,Medium,0.18055452,-0.1576707,0.8140352,-0.8293689,-0.9928872135356962,-0.11905873003404988,0.5614627165177212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07507553324103355,-0.0048829615116119385,88
13834,2021-05-27,28.615167,-72.5195,1.277268,Manta net,Atlantic Ocean,Ocean water,High,-0.0053873495,-0.09495973,-0.030704876,-0.5053539,0.5751899607119775,-0.8180198708443174,0.19538435698596257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39124729111790657,0.13122959062457085,12
13835,2021-05-27,29.048667,-72.560167,0.225055,Manta net,Atlantic Ocean,Ocean water,Medium,-0.0053873495,-0.09495973,-0.030704876,-0.5053539,0.5751899607119775,-0.8180198708443174,0.19538435698596257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28138065710663795,0.11413922533392906,67
13836,2021-05-28,30.129333,-72.641167,1.093829,Manta net,Atlantic Ocean,Ocean water,High,-0.3875669,-0.034447588,-1.7669591,-0.1926999,0.5610336262283677,-0.8277930117131022,0.39807553964149395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05493331700563431,0.19714957103133202,34
13847,2021-06-26,53.974833,-41.6575,0.030401,Manta net,Atlantic Ocean,Ocean water,Medium,0.11216364,0.015464826,0.50333315,0.06518749,0.0966127018812031,-0.9953220513156602,0.29219873202182445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.040894802659749985,-0.043336283415555954,18
13854,2021-09-07,52.125667,-39.173667,0.03114,Manta net,Atlantic Ocean,Ocean water,Medium,0.30672148,0.37056276,1.3872159,1.899907,-0.9164086366943458,-0.4002439388573056,-0.12038439923142533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01342814415693283,-0.3741569258272648,18
13856,2021-04-02,38.585167,0.588667,0.22866,Manta net,Atlantic Ocean,Ocean water,Medium,-0.23528422,-0.14747769,-1.0751339,-0.7767036,0.9999300657962057,-0.011826390691832589,0.8727176644547883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25940733030438423,-0.02868739888072014,35
13868,2021-09-23,38.3725,15.758167,2.019273,Manta net,Atlantic Ocean,Ocean water,High,0.15893115,-0.009223719,0.71579945,-0.062373243,-0.9906923101615609,-0.13612033862266704,0.37406063376349147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.040894802659749985,-0.0634784996509552,52
13869,2021-09-24,38.259167,15.081667,0.78763,Manta net,Atlantic Ocean,Ocean water,Medium,0.27290052,-0.10214893,1.233566,-0.54249907,-0.9928872135356962,-0.11905873003404988,0.5614627165177212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.023194067180156708,0.007324442267417908,33
13870,2021-09-26,38.706667,15.8535,0.167273,Manta net,Atlantic Ocean,Ocean water,Medium,0.10861447,-0.1993536,0.4872091,-1.044736,-0.9963950238187231,-0.08483487790576538,0.8529911758790953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.03418073058128357,6
13871,2021-09-26,38.782,15.9225,7.011284,Manta net,Atlantic Ocean,Ocean water,High,0.10861447,-0.1993536,0.4872091,-1.044736,-0.9963950238187231,-0.08483487790576538,0.8529911758790953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014038514345884323,-0.032959990203380585,65
13872,2021-09-26,38.859333,15.936,0.34566,Manta net,Atlantic Ocean,Ocean water,Medium,0.08575574,-0.21692409,0.3833612,-1.1355191,-0.9963950238187231,-0.08483487790576538,0.8529911758790953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014038514345884323,-0.03234962001442909,102
13873,2021-09-26,38.823667,15.918167,0.411917,Manta net,Atlantic Ocean,Ocean water,Medium,0.10861447,-0.1993536,0.4872091,-1.044736,-0.9963950238187231,-0.08483487790576538,0.8529911758790953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014038514345884323,-0.03234962001442909,122
13877,2021-06-07,64.328167,-22.139667,0.649773,Manta net,Atlantic Ocean,Ocean water,Medium,0.06373411,0.06877959,0.28331617,0.3406541,0.4110537546870351,-0.9116111071930239,0.5683405391998784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014038514345884323,0.016479995101690292,13
14342,2021-01-06,60.432333,1.321667,0.029562,Neuston net,Atlantic Ocean,Ocean water,Medium,3.6091205e-05,0.19220164,-0.0060660066,0.97835106,0.10303137904317879,0.9946781061893646,0.9991434504931119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.031128879636526108,0.0006103701889514923,27
14343,2021-01-08,60.086,-0.838,0.0,Neuston net,Atlantic Ocean,Ocean water,Very Low,-0.06809988,0.05348737,-0.31560996,0.26164234,0.13718540405660057,0.9905453876091833,0.8929544636818461,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.08056886494159698,-0.24170659482479095,27
14344,2021-01-08,60.291167,-0.618333,0.0,Neuston net,Atlantic Ocean,Ocean water,Very Low,-0.06809988,0.05348737,-0.31560996,0.26164234,0.13718540405660057,0.9905453876091833,0.8929544636818461,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.20508438348770142,-0.18616290763020515,27
14345,2021-01-08,60.491667,-0.570833,0.0,Neuston net,Atlantic Ocean,Ocean water,Very Low,-0.06809988,0.05348737,-0.31560996,0.26164234,0.13718540405660057,0.9905453876091833,0.8929544636818461,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.04272591322660446,-0.1507614366710186,27
14346,2021-01-09,60.6345,-0.6095,0.056059,Neuston net,Atlantic Ocean,Ocean water,Medium,0.4433377,-0.08787149,2.0078678,-0.46873045,0.1542040475626894,0.988039023376751,0.7777621629302511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06591998040676117,-0.09094515815377235,27
14348,2021-01-11,58.441833,-5.893833,0.081281,Neuston net,Atlantic Ocean,Ocean water,Medium,0.07798612,-0.0935416,0.34806353,-0.49802676,0.18809941761179758,0.9821499931752291,0.4489235043654846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.016479995101690292,0.017090365290641785,81
14350,2021-01-12,56.724833,-6.3945,0.054027,Neuston net,Atlantic Ocean,Ocean water,Medium,-0.00035465378,1.7985244e-10,-0.0078411745,-0.014716145,0.20496611396949532,0.9787690698649216,0.2501077677874785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.022583696991205215,-0.03723258152604103,60
14351,2021-01-12,56.5545,-6.550167,0.021947,Neuston net,Atlantic Ocean,Ocean water,Medium,-0.00035465378,1.7985244e-10,-0.0078411745,-0.014716145,0.20496611396949532,0.9787690698649216,0.2501077677874785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.04699850454926491,-0.051271095871925354,60
14352,2021-01-12,56.481167,-6.682667,0.028302,Neuston net,Atlantic Ocean,Ocean water,Medium,-0.00035465378,1.7985244e-10,-0.0078411745,-0.014716145,0.20496611396949532,0.9787690698649216,0.2501077677874785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.06958220154047012,0.01892147585749626,60
14353,2021-01-12,56.385,-6.797,0.009662,Neuston net,Atlantic Ocean,Ocean water,Medium,-0.00035465378,1.7985244e-10,-0.0078411745,-0.014716145,0.20496611396949532,0.9787690698649216,0.2501077677874785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.062257759273052216,-0.0238044373691082,105
14354,2021-01-12,56.3265,-6.715167,0.127074,Neuston net,Atlantic Ocean,Ocean water,Medium,-0.00035465378,1.7985244e-10,-0.0078411745,-0.014716145,0.20496611396949532,0.9787690698649216,0.2501077677874785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.006103701889514923,-0.006714072078466415,151
14355,2021-01-13,56.166333,-6.064333,0.046953,Neuston net,Atlantic Ocean,Ocean water,Medium,-0.00012786778,-1.7045701e-10,-0.006810878,-0.0147161465,0.22177215755648186,0.975098513039961,0.04001217260580949,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04028443247079849,0.043336283415555954,40
14356,2021-01-13,56.073,-6.6375,0.015236,Neuston net,Atlantic Ocean,Ocean water,Medium,-0.00012786778,-1.7045701e-10,-0.006810878,-0.0147161465,0.22177215755648186,0.975098513039961,0.04001217260580949,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.01342814415693283,-0.03906369209289551,151
14357,2021-01-14,57.328167,-7.717833,0.125431,Neuston net,Atlantic Ocean,Ocean water,Medium,-7.9594545e-05,1.0610529e-10,-0.006591571,-0.014716146,0.23851257519407648,0.9711394088771653,-0.17188797128464856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07446516305208206,-0.06286812946200371,16
14358,2021-01-14,57.755,-7.688667,0.072294,Neuston net,Atlantic Ocean,Ocean water,Medium,-7.9594545e-05,1.0610529e-10,-0.006591571,-0.014716146,0.23851257519407648,0.9711394088771653,-0.17188797128464856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10925626382231712,-0.07019257172942162,16
14359,2021-01-15,58.189333,-7.186333,0.027897,Neuston net,Atlantic Ocean,Ocean water,Medium,0.07284369,0.18693015,0.3247013,0.9511143,0.2551824131233728,0.9668929289391521,-0.37603596885469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04272591322660446,0.23499252274632454,46
14360,2021-01-15,58.4715,-6.685167,0.156827,Neuston net,Atlantic Ocean,Ocean water,Medium,0.07284369,0.18693015,0.3247013,0.9511143,0.2551824131233728,0.9668929289391521,-0.37603596885469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.027466658502817154,0.031128879636526108,46
14361,2021-01-15,58.579167,-6.222833,0.030151,Neuston net,Atlantic Ocean,Ocean water,Medium,0.07284369,0.18693015,0.3247013,0.9511143,0.2551824131233728,0.9668929289391521,-0.37603596885469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08911404758691788,-0.009155552834272385,81
14392,2022-01-11,56.3365,-6.7615,0.008175,Neuston net,Atlantic Ocean,Ocean water,Medium,0.24984954,0.38722655,1.1288447,1.9860054,0.18809941761179758,0.9821499931752291,-0.9745714095713721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03234962001442909,0.02624591812491417,105
14396,2022-10-11,57.3255,-7.075333,0.042301,Neuston net,Atlantic Ocean,Ocean water,Medium,0.26954728,0.4682474,1.2183322,2.404624,-0.9850556718215013,0.172236243027682,0.19120297611708845,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05371257662773132,0.08789330720901489,76
14834,2021-02-25,52.21253,-12.49151,16.8,Day grab,Atlantic Ocean,Ocean sediment,Low,0.08722017,-0.12560046,0.39001414,-0.6636684,0.8211001178128892,0.5707841943569036,-0.31052627435345226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.014038514345884323,0.021973326802253723,25
14835,2021-02-27,52.5205,-13.4998,30.6,Day grab,Atlantic Ocean,Ocean sediment,Medium,-0.013683901,-0.080230504,-0.06839638,-0.42925102,0.8402480696078469,0.5422021592729844,0.10957034093503049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0238044373691082,0.0238044373691082,4
19066,2021-02-05,43.0699,-124.4373,9.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Medium,0.06452201,-0.09600344,0.28689566,-0.5107466,0.580454927809098,0.8142923779467267,0.9900382156579647,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.01037629321217537,-0.09643848985433578,114
19088,2021-02-06,43.1465,-124.4161,8.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Medium,0.10021416,-0.06522188,0.44904625,-0.35170448,0.5943761565849831,0.804187157621448,0.9379807787271603,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.040894802659749985,-0.15259254723787308,84
19095,2021-02-07,43.2389,-124.3907,130.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,High,0.08784905,-0.018356193,0.39287114,-0.109558895,0.6081214998935418,0.7938439653781019,0.8436204151396104,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05493331700563431,-0.14954069629311562,128
19097,2021-02-08,28.6754,-80.645,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,0.100087225,-0.16950555,0.44846958,-0.8905171,0.6216868902665479,0.7832658619336791,0.711212776642854,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,8
19102,2021-02-10,43.3474,-124.3462,1.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Low,0.017975176,0.06447272,0.075431846,0.3184014,0.6482618097757122,0.7614175109532997,0.3575886227144615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.15686513856053352,-0.10742515325546265,95
19103,2021-02-07,43.2331,-124.3924,51.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,High,0.08784905,-0.018356193,0.39287114,-0.109558895,0.6081214998935418,0.7938439653781019,0.8436204151396104,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05493331700563431,-0.14954069629311562,106
19109,2021-02-07,43.424,-124.2933,12.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Medium,0.08784905,-0.018356193,0.39287114,-0.109558895,0.6081214998935418,0.7938439653781019,0.8436204151396104,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13916440308094025,-0.2056947536766529,39
19115,2021-02-17,43.2402,-124.3904,128.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,High,0.1498504,-0.07520206,0.6745453,-0.40327007,0.7350336741329413,0.6780306024735382,-0.9017047503845402,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08789330720901489,-0.13977477326989174,128
19116,2021-02-17,43.2607,-124.3848,100.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,High,0.1498504,-0.07520206,0.6745453,-0.40327007,0.7350336741329413,0.6780306024735382,-0.9017047503845402,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08789330720901489,-0.13977477326989174,64
19131,2021-02-23,43.1014,-124.4329,214.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Very High,0.07135109,0.0182424,0.31792036,0.07953866,0.8009803309782905,0.5986906625177214,-0.6752355716624926,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04577776417136192,-0.10864589363336563,144
19155,2021-02-27,43.0689,-124.4373,23.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Medium,-0.3575457,-0.20838189,-1.6305718,-1.0913833,0.8402480696078469,0.5422021592729844,0.10957034093503049,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08667256683111191,-0.2215643785893917,114
19156,2021-02-27,43.2508,-124.3876,101.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,High,-0.3575457,-0.20838189,-1.6305718,-1.0913833,0.8402480696078469,0.5422021592729844,0.10957034093503049,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.14526810497045517,-0.27466658502817154,87
19157,2021-02-25,45.726,-123.9431,45.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,High,0.027264532,0.07665492,0.11763369,0.38134435,0.8211001178128892,0.5707841943569036,-0.31052627435345226,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,113
19158,2021-02-25,45.7203,-123.9419,37.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Medium,0.027264532,0.07665492,0.11763369,0.38134435,0.8211001178128892,0.5707841943569036,-0.31052627435345226,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,9
19169,2021-02-25,45.6888,-123.9398,7.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Medium,0.027264532,0.07665492,0.11763369,0.38134435,0.8211001178128892,0.5707841943569036,-0.31052627435345226,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,90
19170,2021-02-25,45.6849,-123.94,5.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,Medium,0.027264532,0.07665492,0.11763369,0.38134435,0.8211001178128892,0.5707841943569036,-0.31052627435345226,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,153
19209,2021-03-06,43.1038,-124.4339,188.0,Hand picking,Pacific Ocean,Beach-Nurdle Patrol,High,-0.27469733,0.20445709,-1.254189,1.0416725,0.8992961915530253,0.4373400963303323,0.9995974463122876,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.038453321903944016,0.14404736459255219,144
