Actual_E,Actual_N,Pred_E,Pred_N,Error_KM
0.24214819,-0.03599376,0.03476366,-0.0032044873,23.372822
0.18055452,-0.1576707,0.09020152,0.059955753,26.231146
-0.0053873495,-0.09495973,0.009335719,-0.035086095,6.8636894
-0.0053873495,-0.09495973,-0.016987704,-0.031577535,7.1729054
0.15893115,-0.009223719,0.09414594,0.05395057,10.073147
0.27290052,-0.10214893,0.13892487,0.032447405,21.140736
3.6091205e-05,0.19220164,-0.021021597,0.04190115,16.894865
-0.06809988,0.05348737,-0.07879452,0.03545747,2.333615
-0.06809988,0.05348737,-0.061771564,0.0369663,1.9694308
-0.06809988,0.05348737,-0.0555583,0.04101575,1.9689246
0.4433377,-0.08787149,-0.033321872,0.046634115,55.133877
-7.9594545e-05,1.0610529e-10,0.068794906,0.097923584,13.327159
-7.9594545e-05,1.0610529e-10,0.06677504,0.09790281,13.197174
0.08784905,-0.018356193,-0.070748426,0.01714474,18.091972
-0.3575457,-0.20838189,-0.023203835,0.014773764,44.747723
0.1498504,-0.07520206,0.122482896,0.047543548,13.999553
-0.06910605,-0.09193787,0.07228366,-0.020469695,17.635965
-0.64625144,0.044669446,-0.24589053,-0.32923058,60.981632
-0.4187887,0.07187765,-0.21951228,-0.34203935,51.1392
-0.9677735,-0.2648587,-0.21576446,-0.111167386,85.44407
-0.7358618,-0.13271269,-0.24430516,-0.081095025,55.020947
-0.9677735,-0.2648587,-0.21576446,-0.111167386,85.44407
0.05891291,0.2402263,-0.12025862,-0.05728919,38.661533
0.37427565,-0.07014749,-0.023512125,0.05384218,46.38299
-0.7193341,-0.15431517,-0.2526923,-0.050280064,53.221893
-0.026445493,0.13795908,0.06385068,0.075969316,12.192529
-0.04384178,0.32233608,0.070269816,0.073816575,30.442184
0.046153955,0.04632072,0.1904661,0.022946171,16.274193
0.021757912,-0.0013702345,0.13134056,0.06519181,14.272798
-0.33310306,-0.11237285,-0.2471103,-0.06321683,11.02634
-0.34416014,-0.0012421679,-0.21936473,-0.0808119,16.475826
-0.120360106,-0.025954993,-0.18337873,-0.090997726,10.081625
-0.120360106,-0.025954993,-0.18337873,-0.090997726,10.081625
-0.120360106,-0.025954993,-0.18337873,-0.090997726,10.081625
-0.120360106,-0.025954993,-0.18337873,-0.090997726,10.081625
-0.120360106,-0.025954993,-0.18337873,-0.090997726,10.081625
-0.120360106,-0.025954993,-0.18337873,-0.090997726,10.081625
-0.120360106,-0.025954993,-0.18337873,-0.090997726,10.081625
-0.120360106,-0.025954993,-0.18337873,-0.090997726,10.081625
-0.111092374,-0.10778919,-0.17457989,-0.106302485,7.0693674
-0.19025497,-0.10518847,-0.17396373,-0.125743,2.9196703
-0.19025497,-0.10518847,-0.17421761,-0.1259054,2.9164734
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.19025497,-0.10518847,-0.17421761,-0.1259054,2.9164734
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.16169631,-0.16360667,13.74119
-0.26412287,-0.23249717,-0.16169631,-0.16360667,13.74119
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.19025497,-0.10518847,-0.17421761,-0.1259054,2.9164734
-0.19025497,-0.10518847,-0.17421761,-0.1259054,2.9164734
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.111092374,-0.10778919,-0.17635843,-0.10853058,7.2658863
-0.26412287,-0.23249717,-0.16169631,-0.16360667,13.74119
-0.26412287,-0.23249717,-0.16169631,-0.16360667,13.74119
-0.26412287,-0.23249717,-0.16169631,-0.16360667,13.74119
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.19025497,-0.10518847,-0.17421761,-0.1259054,2.9164734
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
-0.26412287,-0.23249717,-0.16169631,-0.16360667,13.74119
-0.26412287,-0.23249717,-0.16169631,-0.16360667,13.74119
-0.33098474,-0.26213348,-0.15717357,-0.20058176,20.526073
-0.33098474,-0.26213348,-0.15717357,-0.20058176,20.526073
-0.33098474,-0.26213348,-0.15717357,-0.20058176,20.526073
-0.33098474,-0.26213348,-0.14936087,-0.19297558,21.634506
-0.33098474,-0.26213348,-0.15717357,-0.20058176,20.526073
-0.26412287,-0.23249717,-0.1623517,-0.16152897,13.811693
0.02160067,-0.07243218,-0.13763645,-0.22753346,24.745329
0.25685963,-0.086407535,-0.1825042,-0.14594616,49.35701
