Actual_E,Actual_N,Pred_E,Pred_N,Error_KM
0.106378436,0.25746357,0.25935712,0.105607666,23.995256
-0.051590618,-0.025071513,0.12764505,-0.016743772,19.97404
-0.7255493,-0.30969974,-0.2588011,0.013394654,63.1925
-0.17097259,-0.25689468,-0.14899784,-0.056514084,22.4401
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.111092374,-0.10778919,-0.1521155,-0.07903282,5.576926
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.120360106,-0.025954993,-0.13855788,-0.106882006,9.23375
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.120360106,-0.025954993,-0.13486594,-0.1029391,8.720678
-0.08032694,-0.08790241,-0.15924105,-0.060682267,9.292636
