Actual_E,Actual_N,Pred_E,Pred_N,Error_KM
0.24214819,-0.03599376,0.12935421,0.043074127,15.333986
0.18055452,-0.1576707,0.045297083,0.044440072,27.072361
-0.0053873495,-0.09495973,0.1857619,-0.0070495866,23.421217
-0.0053873495,-0.09495973,0.14789902,0.0069855116,20.493025
0.15893115,-0.009223719,0.12572572,0.035758603,6.223983
0.27290052,-0.10214893,0.11828937,0.017949905,21.793812
3.6091205e-05,0.19220164,0.02934885,0.02188963,19.237892
-0.06809988,0.05348737,0.008173138,0.0312904,8.842956
-0.06809988,0.05348737,0.015021272,0.03256459,9.541681
-0.06809988,0.05348737,0.0035413057,0.037846345,8.162953
0.4433377,-0.08787149,0.03743431,0.025050335,46.901127
-7.9594545e-05,1.0610529e-10,-0.0018939823,0.05554487,6.186553
-7.9594545e-05,1.0610529e-10,-0.0012369677,0.05342881,5.9490905
0.08784905,-0.018356193,-0.027340636,0.02562968,13.725996
-0.3575457,-0.20838189,0.035345078,0.016692307,50.404926
0.1498504,-0.07520206,0.13284767,-0.014322791,7.036427
-0.06910605,-0.09193787,0.047176197,-0.08762826,12.953427
-0.64625144,0.044669446,-0.3410788,-0.4281126,62.641933
-0.4187887,0.07187765,-0.36084855,-0.42777923,55.99452
-0.9677735,-0.2648587,-0.072418064,0.013051797,104.36187
-0.7358618,-0.13271269,-0.10015184,0.02079006,72.80108
-0.9677735,-0.2648587,-0.072418064,0.013051797,104.36187
0.05891291,0.2402263,0.10559768,0.04022331,22.862823
0.37427565,-0.07014749,0.10988107,-0.04518356,29.563309
-0.7193341,-0.15431517,-0.1589928,0.010967843,65.03422
-0.026445493,0.13795908,0.14330395,0.01799545,23.139072
-0.04384178,0.32233608,0.15280339,0.015838508,40.53792
0.046153955,0.04632072,0.08812231,0.023409925,5.3227344
0.021757912,-0.0013702345,0.10755052,0.024391722,9.971718
-0.33310306,-0.11237285,-0.29384738,-0.09548046,4.7573657
-0.34416014,-0.0012421679,-0.30717286,-0.0964482,11.370043
-0.120360106,-0.025954993,-0.119164705,-0.039652277,1.5305773
-0.120360106,-0.025954993,-0.119164705,-0.039652277,1.5305773
-0.120360106,-0.025954993,-0.119164705,-0.039652277,1.5305773
-0.120360106,-0.025954993,-0.119164705,-0.039652277,1.5305773
-0.120360106,-0.025954993,-0.119164705,-0.039652277,1.5305773
-0.120360106,-0.025954993,-0.119164705,-0.039652277,1.5305773
-0.120360106,-0.025954993,-0.119164705,-0.039652277,1.5305773
-0.120360106,-0.025954993,-0.119164705,-0.039652277,1.5305773
-0.111092374,-0.10778919,-0.22086123,-0.073226705,12.810881
