Epoch,Train_Loss,Val_Loss
0,0.5932130217552185,2.0528643131256104
1,2.004873514175415,0.7165523767471313
2,0.7357100248336792,0.4226343035697937
3,0.450445294380188,0.4752936065196991
4,0.5087845921516418,0.4350902736186981
5,0.4766409397125244,0.39828139543533325
6,0.42924824357032776,0.4340991675853729
7,0.44630977511405945,0.4221898317337036
8,0.4332500696182251,0.40137091279029846
9,0.4090289771556854,0.39335423707962036
10,0.4058959186077118,0.3975677192211151
11,0.41280224919319153,0.3936975300312042
12,0.40463417768478394,0.39446544647216797
13,0.39954042434692383,0.3960573077201843
14,0.4105741083621979,0.39170125126838684
15,0.40237101912498474,0.38851094245910645
16,0.4003809690475464,0.38991475105285645
17,0.4006293714046478,0.38974183797836304
18,0.40146565437316895,0.38807305693626404
19,0.40125882625579834,0.3875517249107361
20,0.39896342158317566,0.38728007674217224
21,0.398758202791214,0.3875257074832916
22,0.40192219614982605,0.3875654935836792
23,0.40002304315567017,0.3874553143978119
24,0.3987013101577759,0.38745489716529846
25,0.39773029088974,0.38737422227859497
26,0.39828553795814514,0.3871850073337555
27,0.3997384011745453,0.38722899556159973
28,0.39634987711906433,0.3871106505393982
29,0.3987106382846832,0.387050986289978
30,0.3953648507595062,0.3869347870349884
31,0.39406782388687134,0.3858867585659027
32,0.3941469192504883,0.3842787444591522
33,0.39391404390335083,0.38346606492996216
34,0.39387205243110657,0.3824571967124939
35,0.3918629586696625,0.38194045424461365
36,0.3930177688598633,0.3813389241695404
37,0.3901313841342926,0.3805423974990845
38,0.39316216111183167,0.3798954486846924
39,0.3918725550174713,0.37994951009750366
40,0.3924367129802704,0.3800598382949829
41,0.3892923891544342,0.380034863948822
42,0.3920140266418457,0.37895283102989197
43,0.39056822657585144,0.3778112530708313
44,0.38711339235305786,0.3772561848163605
45,0.38374146819114685,0.3765920400619507
46,0.3872881829738617,0.37658026814460754
47,0.3852989673614502,0.3773007094860077
48,0.3867035210132599,0.37618497014045715
49,0.3841177225112915,0.3747909367084503
50,0.3823286294937134,0.3738236129283905
51,0.38190677762031555,0.37373337149620056
52,0.37948599457740784,0.37174493074417114
53,0.3795921802520752,0.3698987364768982
54,0.37999841570854187,0.36975085735321045
55,0.37687644362449646,0.3694142997264862
56,0.37789100408554077,0.3675191402435303
57,0.37612462043762207,0.3676890730857849
58,0.3743608891963959,0.36432668566703796
59,0.3729504346847534,0.3622227609157562
60,0.37374570965766907,0.3620288372039795
61,0.37224438786506653,0.36117857694625854
62,0.36662358045578003,0.36003920435905457
63,0.3677324950695038,0.3609547019004822
64,0.3651370108127594,0.35576286911964417
65,0.3649081289768219,0.3539758622646332
66,0.36650651693344116,0.3549329936504364
67,0.3636876940727234,0.35172832012176514
68,0.3646600842475891,0.3553617298603058
69,0.35946598649024963,0.35137367248535156
70,0.35902509093284607,0.34990638494491577
71,0.3578293025493622,0.35310059785842896
72,0.36071833968162537,0.3472871780395508
73,0.354248583316803,0.34570151567459106
74,0.35682812333106995,0.3492540419101715
75,0.35795098543167114,0.34317609667778015
76,0.34845131635665894,0.3432997465133667
77,0.3503459692001343,0.3458815813064575
78,0.3533768057823181,0.34479522705078125
79,0.3523642122745514,0.34406259655952454
80,0.35248667001724243,0.3430745601654053
81,0.35212594270706177,0.3416387438774109
82,0.3511708378791809,0.3382604122161865
83,0.3511722981929779,0.3405708968639374
84,0.34920552372932434,0.3453678488731384
85,0.3519405424594879,0.34629112482070923
86,0.3572484850883484,0.3413243591785431
87,0.35025492310523987,0.33784687519073486
88,0.3466641306877136,0.33787184953689575
89,0.35040533542633057,0.34059634804725647
90,0.3494455814361572,0.3433648347854614
91,0.34723830223083496,0.341511994600296
92,0.3484291732311249,0.34063130617141724
93,0.3477669358253479,0.3406203091144562
94,0.3473998010158539,0.34036365151405334
95,0.3481351137161255,0.338347464799881
96,0.34839165210723877,0.3384290039539337
97,0.34644821286201477,0.33962953090667725
98,0.34698358178138733,0.3410053849220276
99,0.347625195980072,0.3406446576118469
100,0.3494303524494171,0.3403727412223816
101,0.3487481474876404,0.33963942527770996
102,0.3466136157512665,0.3388148844242096
103,0.352584570646286,0.33840373158454895
104,0.3441341519355774,0.33749932050704956
105,0.34825804829597473,0.33712029457092285
106,0.34808769822120667,0.33722859621047974
107,0.345064252614975,0.3371923565864563
108,0.34521496295928955,0.3369998037815094
109,0.3445722460746765,0.3365861773490906
110,0.3441790044307709,0.33594486117362976
111,0.3447289764881134,0.3356143832206726
112,0.34606748819351196,0.3354438543319702
113,0.3462775945663452,0.3354647159576416
114,0.34279265999794006,0.3352361023426056
115,0.3492796719074249,0.33498793840408325
116,0.34620749950408936,0.3353898227214813
117,0.34517842531204224,0.33562347292900085
118,0.342812180519104,0.33570510149002075
119,0.3417111933231354,0.3356488347053528
120,0.3438965082168579,0.3355110287666321
121,0.34651559591293335,0.33524322509765625
122,0.34572193026542664,0.33485549688339233
123,0.3439849019050598,0.33488190174102783
124,0.3471851348876953,0.33484044671058655
125,0.3406355679035187,0.334906667470932
126,0.3390927016735077,0.3349449038505554
127,0.3492491841316223,0.33511659502983093
128,0.34342536330223083,0.33524882793426514
129,0.3386256694793701,0.33526021242141724
130,0.3459112048149109,0.3351801037788391
131,0.3499097526073456,0.3352093994617462
132,0.3411796987056732,0.33521395921707153
133,0.3441277742385864,0.33524754643440247
134,0.34475210309028625,0.3352319598197937
