Actual_E_ms,Actual_N_ms,Pred_E_ms,Pred_N_ms,Error_KM_24h
-0.26412287,-0.23249716,-0.10847091,-0.06879689,19.516706
-0.26412287,-0.23249716,-0.11036326,-0.06961343,19.353046
-0.26412287,-0.23249716,-0.16225559,-0.09177558,15.0096245
-0.19025497,-0.10518847,-0.1021553,-0.06591231,8.333982
-0.26412287,-0.23249716,-0.15947545,-0.09074327,15.223388
-0.26412287,-0.23249716,-0.1594519,-0.09073291,15.225316
-0.26412287,-0.23249716,-0.1624885,-0.09195282,14.98542
-0.26412287,-0.23249716,-0.08928554,-0.061111774,21.15319
-0.26412287,-0.23249716,-0.08929857,-0.06111703,21.15207
-0.26412287,-0.23249716,-0.091909654,-0.06220994,20.925062
-0.26412287,-0.23249716,-0.100722104,-0.0658961,20.162088
-0.26412287,-0.23249716,-0.08931699,-0.0611241,21.150503
-0.26412287,-0.23249716,-0.08928183,-0.061110444,21.1535
-0.26412287,-0.23249716,-0.09209134,-0.06228577,20.909292
-0.26412287,-0.23249716,-0.09752795,-0.06455957,20.4381
-0.26412287,-0.23249716,-0.122559175,-0.07503023,18.294804
-0.26412287,-0.23249716,-0.08927597,-0.06110798,21.15401
-0.26412287,-0.23249716,-0.15129384,-0.0871465,15.897882
-0.19025497,-0.10518847,-0.15844537,-0.0895748,3.0615816
-0.26412287,-0.23249716,-0.12013267,-0.07373715,18.518227
-0.26412287,-0.23249716,-0.10836665,-0.06875504,19.525537
-0.33098474,-0.26213348,-0.24592054,-0.12862472,13.677562
-0.33098474,-0.26213348,-0.24575484,-0.12854964,13.690728
-0.33098474,-0.26213348,-0.24566452,-0.12850869,13.697908
-0.33098474,-0.26213348,-0.24561061,-0.12848428,13.702193
-0.33098474,-0.26213348,-0.24562104,-0.12848894,13.701368
-0.33098474,-0.26213348,-0.119462825,-0.074214816,24.446001
-0.33098474,-0.26213348,-0.13317421,-0.07782532,23.35974
-0.26412287,-0.23249716,-0.11579679,-0.07220146,18.869123
-0.050510444,-0.21274069,-0.18302566,-0.100650534,14.995936
0.25685963,-0.086407535,-0.075969726,-0.058949813,28.854149
0.024835072,-0.25570384,0.008741796,-0.0306499,19.494312
0.31578553,-0.5515848,0.36098528,-0.035910342,44.725094
-0.9292428,0.071946256,-0.106788546,0.005812332,71.289406
0.31578553,-0.5515848,0.35708562,-0.03245708,44.994354
-0.9292428,0.071946256,-0.11873634,0.002048228,70.28769
