Actual_E,Actual_N,Pred_E,Pred_N,Error_KM
0.106378436,0.25746357,-0.010011867,-0.0729544,38.99741
-0.051590618,-0.025071513,-0.031713456,-0.060348153,4.5074883
-0.7255493,-0.30969974,-0.37546098,-0.08736108,46.167114
-0.17097259,-0.25689468,-0.13606177,-0.13266194,14.365257
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.111092374,-0.10778919,-0.11704613,-0.07821064,3.3587255
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.120360106,-0.025954993,-0.11111502,-0.14478073,13.267656
-0.08032694,-0.08790241,-0.11027281,-0.07870187,3.487365
