Actual_E,Actual_N,Pred_E,Pred_N,Error_KM
0.06747116,-0.11340295,0.013503257,-0.036718518,10.438609
-0.25703123,-0.0715168,-0.008475026,-0.05674644,27.718088
-0.0053873495,-0.09495973,0.30178747,0.020942867,36.54786
-0.00035465378,1.7985244e-10,0.017304866,0.12662601,14.2324295
-0.00035465378,1.7985244e-10,0.017305782,0.12662704,14.232557
-0.00035465378,1.7985244e-10,-0.05885513,0.021909215,6.9539986
-0.00035465378,1.7985244e-10,-0.049361557,0.04105735,7.1169815
-0.00035465378,1.7985244e-10,0.01729547,0.12660941,14.230454
-0.00012786778,-1.7045701e-10,-0.026878046,-0.0050108135,3.029623
-0.04384178,0.32233608,-0.03131424,0.3524415,3.6299114
-0.04384178,0.32233608,0.17986877,0.02102559,41.77607
0.0044257357,0.11038232,-0.16426955,-0.0028267652,22.615885
-0.16152589,0.043964483,-0.25292367,-0.11198516,20.122103
-0.033245154,0.17550159,-0.3209774,-0.12973496,46.695946
-0.33310306,-0.11237285,-0.20883684,-0.11812781,13.848143
-0.33310306,-0.11237285,-0.28730968,-0.11639291,5.117325
-0.33310306,-0.11237285,-0.20351216,-0.107932255,14.4345255
-0.4032163,-0.20608272,-0.28716823,-0.11505103,16.418821
-0.120360106,-0.025954993,-0.30429405,-0.122029185,23.100428
-0.120360106,-0.025954993,-0.20924592,-0.11891121,14.317305
-0.120360106,-0.025954993,-0.21413167,-0.12826774,15.449436
-0.120360106,-0.025954993,-0.20932962,-0.11907153,14.336643
-0.120360106,-0.025954993,-0.31129256,-0.12836799,24.119122
-0.19025497,-0.10518847,-0.32336056,-0.15295997,15.742716
-0.19025497,-0.10518847,-0.20848127,-0.10520461,2.0289521
-0.111092374,-0.10778919,-0.23349644,-0.14092705,14.116531
-0.26412287,-0.23249717,-0.21044336,-0.121204436,13.754918
-0.26412287,-0.23249717,-0.20924592,-0.11891121,14.042765
-0.19025497,-0.10518847,-0.21413167,-0.12826774,3.6966777
-0.26412287,-0.23249717,-0.21044336,-0.121204436,13.754918
-0.26412287,-0.23249717,-0.21490823,-0.12974924,12.682283
-0.26412287,-0.23249717,-0.2140917,-0.12818374,12.878723
-0.26412287,-0.23249717,-0.20876352,-0.117994204,14.158043
-0.26412287,-0.23249717,-0.21218649,-0.12453957,13.3362255
-0.26412287,-0.23249717,-0.21044336,-0.121204436,13.754918
-0.26412287,-0.23249717,-0.21044336,-0.121204436,13.754918
-0.26412287,-0.23249717,-0.21044336,-0.121204436,13.754918
-0.26412287,-0.23249717,-0.20924592,-0.11891121,14.042765
-0.26412287,-0.23249717,-0.20924592,-0.11891121,14.042765
-0.26412287,-0.23249717,-0.20924592,-0.11891121,14.042765
-0.19025497,-0.10518847,-0.2801551,-0.11258727,10.041517
-0.26412287,-0.23249717,-0.20526795,-0.11129318,14.999026
-0.26412287,-0.23249717,-0.20883684,-0.11812781,14.1411
-0.26412287,-0.23249717,-0.28957233,-0.11837801,13.015806
-0.26412287,-0.23249717,-0.20854615,-0.11757104,14.210986
-0.26412287,-0.23249717,-0.21533383,-0.12520328,13.120821
-0.19025497,-0.10518847,-0.21413164,-0.12826777,3.6966777
-0.26412287,-0.23249717,-0.21413165,-0.12826777,12.868366
-0.26412287,-0.23249717,-0.21413162,-0.12826777,12.868368
-0.26412287,-0.23249717,-0.21244718,-0.12504406,13.273035
-0.26412287,-0.23249717,-0.21251439,-0.12517278,13.256881
-0.26412287,-0.23249717,-0.21413164,-0.1282678,12.868363
-0.26412287,-0.23249717,-0.21278878,-0.12569779,13.190972
-0.26412287,-0.23249717,-0.21305259,-0.12620272,13.12759
-0.26412287,-0.23249717,-0.21227752,-0.12471931,13.313801
-0.26412287,-0.23249717,-0.21482594,-0.12959221,12.702006
-0.26412287,-0.23249717,-0.21413162,-0.12826777,12.868368
-0.26412287,-0.23249717,-0.2140917,-0.12818374,12.878723
-0.19025497,-0.10518847,-0.2152027,-0.13031101,3.9413123
-0.26412287,-0.23249717,-0.29528385,-0.11911017,13.090219
-0.26412287,-0.23249717,-0.2951608,-0.119205356,13.076375
-0.25701302,-0.010405667,-0.21532784,-0.1299954,14.098299
-0.31571808,-0.2557909,-0.21482594,-0.12959221,17.986134
-0.26412287,-0.23249717,-0.21490823,-0.12974924,12.682283
0.25685963,-0.086407535,-0.18805023,-0.1179544,49.651714
0.25685963,-0.086407535,-0.21362923,-0.124346,52.544815
0.25685963,-0.086407535,-0.21362923,-0.124346,52.544815
0.25685963,-0.086407535,-0.21362926,-0.124346,52.544827
0.25685963,-0.086407535,-0.21362923,-0.124346,52.544815
