Actual_E,Actual_N,Pred_E,Pred_N,Error_KM
-0.10950279,0.01531262,-0.024644047,-0.09025172,15.077527
-0.18338853,0.33254415,-0.005817935,-0.08038073,50.036858
-0.108774036,-0.018036688,-0.08372526,-0.08496548,7.9552183
0.0,0.009185411,-0.056478098,-0.045251437,8.732162
-0.13194804,0.11953859,-0.059059247,-0.060894176,21.662758
-0.027041662,-0.10108969,-0.082925424,-0.09039896,6.3337917
-0.1373244,-0.119777404,-0.08372527,-0.08496549,7.114676
0.1622443,-0.13486391,-0.12789203,-0.05336841,33.547905
-0.4140327,0.05524539,-0.07088229,-0.08074768,41.089947
-0.055707924,-0.046256453,-0.045204416,-0.10649966,6.8074408
0.25629908,0.22680141,-0.0685318,-0.11662206,52.622086
0.17135297,0.024967855,-0.056944817,-0.10855084,29.441378
0.20111658,0.027811406,-0.062684655,-0.09076567,32.196625
-0.1256152,-0.105065815,0.1231112,-0.036744244,28.713799
0.24214819,-0.03599376,0.03498742,-0.12328065,25.024622
0.24214819,-0.03599376,0.094474584,-0.088592045,17.450657
0.18055452,-0.1576707,-0.016035154,-0.17863286,22.00842
0.18055452,-0.1576707,0.019653186,-0.1272577,18.228693
-0.03733962,-0.10109559,-0.09442909,-0.18877098,11.646745
0.07873593,-0.42851835,-0.051795557,-0.096275404,39.73732
0.06961739,-0.03666554,0.048839934,-0.08892268,6.260215
0.15893115,-0.009223719,0.07048792,-0.07356196,12.174976
-0.072751254,-0.2421372,-0.052606046,-0.17431441,7.8760448
-0.00035465378,1.7985244e-10,0.03405916,-0.007866763,3.929764
-0.00012786778,-1.7045701e-10,-0.0027132183,0.020124026,2.2586179
-0.00012786778,-1.7045701e-10,0.011756793,0.008224018,1.6088711
0.44024658,0.5115586,0.0471251,-0.008300632,72.55452
0.2157039,0.234468,0.048389107,-0.006690897,32.67424
0.10021416,-0.06522188,-0.081688106,-0.057548977,20.267366
0.017975176,0.06447272,-0.015089437,0.079199664,4.0293403
0.08784905,-0.018356193,-0.14396177,-0.02962792,25.83567
-0.049651455,-0.08202041,0.03563887,0.08417081,20.794493
0.103754014,0.19280301,0.018114671,0.107307844,13.47088
0.13102782,0.0018748232,-0.038988993,0.053425096,19.777134
0.208575,-0.21298216,-0.050370827,0.09987711,45.20933
-0.3390041,0.22505262,-0.16620363,-0.109511815,41.918056
-0.3219787,0.10236638,-0.19215862,-0.097332455,26.514936
-0.20533693,-0.5957677,-0.0015364885,0.052906685,75.69048
-0.5176959,-0.18553083,-0.104793966,-0.07623437,47.54729
