antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,fisher_p_value
frozenset({'Class_High'}),"frozenset({'Setting_Ocean water', 'Method_Manta net'})",0.15463917525773196,0.14432989690721648,0.061855670103092786,0.4,2.771428571428572,1.0,0.03953661388032735,1.4261168384879728,0.7560975609756099,0.2608695652173913,0.2987951807228916,0.4142857142857143,0.004605393606607556
"frozenset({'Setting_Ocean water', 'Method_Manta net'})",frozenset({'Class_High'}),0.14432989690721648,0.15463917525773196,0.061855670103092786,0.4285714285714286,2.7714285714285714,1.0,0.03953661388032735,1.4793814432989691,0.7469879518072289,0.2608695652173913,0.32404181184668995,0.4142857142857143,0.004605393606607556
frozenset({'Method_Manta net'}),frozenset({'Class_High'}),0.14432989690721648,0.15463917525773196,0.061855670103092786,0.4285714285714286,2.7714285714285714,1.0,0.03953661388032735,1.4793814432989691,0.7469879518072289,0.2608695652173913,0.32404181184668995,0.4142857142857143,0.004605393606607556
frozenset({'Method_Hand picking'}),"frozenset({'Setting_Beach-Nurdle Patrol', 'Class_Medium'})",0.7628865979381443,0.4845360824742268,0.4845360824742268,0.6351351351351352,1.310810810810811,1.0,0.11488999893718782,1.4127529591447119,1.0,0.6351351351351352,0.29216216216216234,0.8175675675675675,3.504549529349235e-09
frozenset({'Setting_Beach-Nurdle Patrol'}),"frozenset({'Class_Medium', 'Method_Hand picking'})",0.7628865979381443,0.4845360824742268,0.4845360824742268,0.6351351351351352,1.310810810810811,1.0,0.11488999893718782,1.4127529591447119,1.0,0.6351351351351352,0.29216216216216234,0.8175675675675675,3.504549529349235e-09
frozenset({'Setting_Beach-Nurdle Patrol'}),frozenset({'Method_Hand picking'}),0.7628865979381443,0.7628865979381443,0.7628865979381443,1.0,1.310810810810811,1.0,0.18089063662450844,inf,0.9999999999999999,1.0,1.0,1.0,8.890015224300349e-23
frozenset({'Method_Hand picking'}),frozenset({'Setting_Beach-Nurdle Patrol'}),0.7628865979381443,0.7628865979381443,0.7628865979381443,1.0,1.310810810810811,1.0,0.18089063662450844,inf,0.9999999999999999,1.0,1.0,1.0,8.890015224300349e-23
"frozenset({'Class_Medium', 'Method_Hand picking'})",frozenset({'Setting_Beach-Nurdle Patrol'}),0.4845360824742268,0.7628865979381443,0.4845360824742268,1.0,1.310810810810811,1.0,0.11488999893718782,inf,0.46000000000000013,0.6351351351351352,1.0,0.8175675675675675,3.5045495293492364e-09
"frozenset({'Setting_Beach-Nurdle Patrol', 'Class_Medium'})",frozenset({'Method_Hand picking'}),0.4845360824742268,0.7628865979381443,0.4845360824742268,1.0,1.310810810810811,1.0,0.11488999893718782,inf,0.46000000000000013,0.6351351351351352,1.0,0.8175675675675675,3.5045495293492364e-09
"frozenset({'Class_Low', 'Setting_Beach-Nurdle Patrol'})",frozenset({'Method_Hand picking'}),0.1134020618556701,0.7628865979381443,0.1134020618556701,1.0,1.310810810810811,1.0,0.026889148687426936,inf,0.26744186046511637,0.14864864864864866,1.0,0.5743243243243243,0.03577513916059306
"frozenset({'Class_Low', 'Method_Hand picking'})",frozenset({'Setting_Beach-Nurdle Patrol'}),0.1134020618556701,0.7628865979381443,0.1134020618556701,1.0,1.310810810810811,1.0,0.026889148687426936,inf,0.26744186046511637,0.14864864864864866,1.0,0.5743243243243243,0.03577513916059306
frozenset({'Setting_Beach-Nurdle Patrol'}),"frozenset({'Class_Low', 'Method_Hand picking'})",0.7628865979381443,0.1134020618556701,0.1134020618556701,0.14864864864864866,1.310810810810811,1.0,0.026889148687426936,1.041400752740959,1.0,0.14864864864864866,0.03975487115022,0.5743243243243243,0.03577513916059305
frozenset({'Method_Hand picking'}),"frozenset({'Class_Low', 'Setting_Beach-Nurdle Patrol'})",0.7628865979381443,0.1134020618556701,0.1134020618556701,0.14864864864864866,1.310810810810811,1.0,0.026889148687426936,1.041400752740959,1.0,0.14864864864864866,0.03975487115022,0.5743243243243243,0.03577513916059305
