Actual_E,Actual_N,Pred_E,Pred_N,Error_KM
-0.10950279,0.01531262,-0.07720945,-0.061304647,9.255685
-0.18338853,0.33254415,-0.07720945,-0.061304647,45.408585
-0.108774036,-0.018036688,-0.07720945,-0.061304647,5.962055
0.0,0.009185411,-0.07720945,-0.061304647,11.638211
-0.13194804,0.11953859,-0.07720945,-0.061304647,21.033466
-0.027041662,-0.10108969,-0.07720945,-0.061304647,7.12766
-0.1373244,-0.119777404,-0.07720945,-0.061304647,9.335541
0.1622443,-0.13486391,-0.07720945,-0.061304647,27.885397
-0.4140327,0.05524539,-0.07720945,-0.061304647,39.676453
-0.055707924,-0.046256453,-0.07720945,-0.061304647,2.9215167
0.25629908,0.22680141,-0.07720945,-0.061304647,49.06081
0.17135297,0.024967855,-0.07720945,-0.061304647,29.289268
0.20111658,0.027811406,-0.07720945,-0.061304647,32.532696
-0.1256152,-0.105065815,-0.07720945,-0.061304647,7.2641363
0.24214819,-0.03599376,-0.07720945,-0.061304647,35.662373
0.24214819,-0.03599376,-0.07720945,-0.061304647,35.662373
0.18055452,-0.1576707,-0.07720945,-0.061304647,30.63398
0.18055452,-0.1576707,-0.07720945,-0.061304647,30.63398
-0.03733962,-0.10109559,-0.07720945,-0.061304647,6.2705107
0.07873593,-0.42851835,-0.07720945,-0.061304647,44.411636
0.06961739,-0.03666554,-0.07720945,-0.061304647,16.573303
0.15893115,-0.009223719,-0.07720945,-0.061304647,26.918919
-0.072751254,-0.2421372,-0.07720945,-0.061304647,20.136396
-0.00035465378,1.7985244e-10,-0.07720945,-0.061304647,10.943906
-0.00012786778,-1.7045701e-10,-0.07720945,-0.061304647,10.963653
-0.00012786778,-1.7045701e-10,-0.07720945,-0.061304647,10.963653
0.44024658,0.5115586,-0.07720945,-0.061304647,85.93536
0.2157039,0.234468,-0.07720945,-0.061304647,46.33904
0.10021416,-0.06522188,-0.07720945,-0.061304647,19.755611
0.017975176,0.06447272,-0.07720945,-0.061304647,17.558964
0.08784905,-0.018356193,-0.07720945,-0.061304647,18.98614
-0.049651455,-0.08202041,-0.07720945,-0.061304647,3.8378541
0.103754014,0.19280301,-0.07720945,-0.061304647,34.727287
0.13102782,0.0018748232,-0.07720945,-0.061304647,24.224419
0.208575,-0.21298216,-0.07720945,-0.061304647,36.016594
-0.3390041,0.22505262,-0.07720945,-0.061304647,43.191147
-0.3219787,0.10236638,-0.07720945,-0.061304647,32.778057
-0.20533693,-0.5957677,-0.07720945,-0.061304647,61.182205
-0.5176959,-0.18553083,-0.07720945,-0.061304647,50.94766
-0.5176959,-0.18553083,-0.07720945,-0.061304647,50.94766
-0.24431871,0.07028377,-0.07720945,-0.061304647,23.67769
0.37427565,-0.07014749,-0.07720945,-0.061304647,50.26896
0.11971251,-0.107319035,-0.07720945,-0.061304647,22.51186
0.074425384,-0.2284745,-0.07720945,-0.061304647,25.124529
-0.39500242,-0.05842029,-0.07720945,-0.061304647,35.37817
